id,name,age,gender,phone_number
1771,Kamol,59,Erkak,9.98334E+11
1772,Zilola,43,Ayol,9.98331E+11
1773,Sitora,20,Ayol,9.98339E+11
1774,Shahzod,39,Erkak,9.98337E+11
1775,Dilnoza,26,Ayol,9.98334E+11
1776,Mehriniso,53,Ayol,9.98907E+11
1777,Mehriniso,61,Ayol,9.98971E+11
1778,Zilola,28,Ayol,9.98908E+11
1779,Nargiza,63,Ayol,9.98976E+11
1780,Nigora,25,Ayol,9.98338E+11
1781,Zilola,41,Ayol,9.98332E+11
1782,Malika,20,Ayol,9.98979E+11
1783,Dilnoza,46,Ayol,9.98335E+11
1784,Ali,63,Erkak,9.98908E+11
1785,Shahzod,56,Erkak,9.98903E+11
1786,Shahzod,58,Erkak,9.98338E+11
1787,Ulug'bek,26,Erkak,9.98339E+11
1788,Sherzod,48,Erkak,9.98903E+11
1789,Sitora,44,Ayol,9.98907E+11
1790,Sitora,32,Ayol,9.98903E+11
1791,Shahzod,58,Erkak,9.98971E+11
1792,Mehriniso,27,Ayol,9.98907E+11
1793,Ali,54,Erkak,9.98972E+11
1794,Kamol,62,Erkak,9.98973E+11
1795,Aziz,20,Erkak,9.98973E+11
1796,Malika,39,Ayol,9.98907E+11
1797,Shahzod,50,Erkak,9.98338E+11
1798,Sitora,56,Ayol,9.98976E+11
1799,Nigora,41,Ayol,9.98339E+11
1800,Sitora,59,Ayol,9.98333E+11
1801,Nigora,27,Ayol,9.98972E+11
1802,Ulug'bek,63,Erkak,9.98979E+11
1803,Aziz,45,Erkak,9.98903E+11
1804,Shahnoza,42,Ayol,9.98336E+11
1805,Zilola,57,Ayol,9.98335E+11
1806,Shahzod,65,Erkak,9.9834E+11
1807,Malika,39,Ayol,9.98338E+11
1808,Javlon,31,Erkak,9.98975E+11
1809,Mehriniso,39,Ayol,9.98335E+11
1810,Sitora,34,Ayol,9.98336E+11
1811,Aziz,35,Erkak,9.98976E+11
1812,Sitora,20,Ayol,9.98339E+11
1813,Sardor,45,Erkak,9.98903E+11
1814,Javlon,43,Erkak,9.98909E+11
1815,Sherzod,52,Erkak,9.98908E+11
1816,Nargiza,21,Ayol,9.98973E+11
1817,Ali,20,Erkak,9.98337E+11
1818,Aziz,53,Erkak,9.98337E+11
1819,Ulug'bek,29,Erkak,9.98975E+11
1820,Dilnoza,21,Ayol,9.98332E+11
1821,Dilnoza,23,Ayol,9.98336E+11
1822,Sitora,19,Ayol,9.98971E+11
1823,Ulug'bek,31,Erkak,9.98909E+11
1824,Ulug'bek,55,Erkak,9.98901E+11
1825,Sardor,27,Erkak,9.98979E+11
1826,Shahnoza,63,Ayol,9.98979E+11
1827,Dilnoza,50,Ayol,9.98977E+11
1828,Sherzod,63,Erkak,9.98908E+11
1829,Sitora,51,Ayol,9.98972E+11
1830,Mehriniso,47,Ayol,9.98971E+11
1831,Sardor,52,Erkak,9.98975E+11
1832,Sherzod,53,Erkak,9.98335E+11
1833,Sitora,40,Ayol,9.98905E+11
1834,Bekzod,49,Erkak,9.9834E+11
1835,Sherzod,22,Erkak,9.98978E+11
1836,Sherzod,55,Erkak,9.98907E+11
1837,Kamol,53,Erkak,9.98335E+11
1838,Bekzod,41,Erkak,9.98973E+11
1839,Zilola,39,Ayol,9.98974E+11
1840,Mehriniso,32,Ayol,9.98903E+11
1841,Sardor,37,Erkak,9.98973E+11
1842,Dilnoza,44,Ayol,9.98333E+11
1843,Ulug'bek,47,Erkak,9.98972E+11
1844,Javlon,56,Erkak,9.9891E+11
1845,Shahnoza,49,Ayol,9.98979E+11
1846,Sardor,61,Erkak,9.98974E+11
1847,Ulug'bek,39,Erkak,9.98339E+11
1848,Malika,36,Ayol,9.98977E+11
1849,Ulug'bek,58,Erkak,9.98904E+11
1850,Javlon,44,Erkak,9.98338E+11
1851,Shahzod,19,Erkak,9.98902E+11
1852,Zilola,41,Ayol,9.98332E+11
1853,Nigora,21,Ayol,9.98909E+11
1854,Ulug'bek,29,Erkak,9.98337E+11
1855,Zilola,36,Ayol,9.98906E+11
1856,Shahnoza,31,Ayol,9.98904E+11
1857,Ulug'bek,43,Erkak,9.98332E+11
1858,Nigora,60,Ayol,9.98909E+11
1859,Mehriniso,29,Ayol,9.98337E+11
1860,Ali,18,Erkak,9.98974E+11
1861,Ali,40,Erkak,9.98973E+11
1862,Bekzod,30,Erkak,9.98907E+11
1863,Nargiza,56,Ayol,9.98909E+11
1864,Sherzod,52,Erkak,9.98971E+11
1865,Shahnoza,20,Ayol,9.98972E+11
1866,Shahnoza,50,Ayol,9.98979E+11
1867,Malika,25,Ayol,9.98907E+11
1868,Shahzod,40,Erkak,9.98973E+11
1869,Ali,35,Erkak,9.98336E+11
1870,Nigora,29,Ayol,9.98904E+11
1871,Mehriniso,56,Ayol,9.98977E+11
1872,Javlon,60,Erkak,9.98905E+11
1873,Malika,61,Ayol,9.98973E+11
1874,Aziz,60,Erkak,9.98906E+11
1875,Sherzod,55,Erkak,9.98903E+11
1876,Dilnoza,47,Ayol,9.98334E+11
1877,Nargiza,64,Ayol,9.98906E+11
1878,Sardor,40,Erkak,9.98902E+11
1879,Bekzod,45,Erkak,9.98974E+11
1880,Aziz,33,Erkak,9.98334E+11
1881,Bekzod,61,Erkak,9.98907E+11
1882,Kamol,35,Erkak,9.98971E+11
1883,Aziz,21,Erkak,9.98904E+11
1884,Dilnoza,56,Ayol,9.98971E+11
1885,Ali,64,Erkak,9.98902E+11
1886,Dilnoza,49,Ayol,9.98902E+11
1887,Bekzod,37,Erkak,9.98974E+11
1888,Shahzod,57,Erkak,9.98973E+11
1889,Mehriniso,57,Ayol,9.98976E+11
1890,Mehriniso,48,Ayol,9.98907E+11
1891,Bekzod,37,Erkak,9.98975E+11
1892,Sardor,26,Erkak,9.98336E+11
1893,Nigora,25,Ayol,9.98339E+11
1894,Mehriniso,30,Ayol,9.98904E+11
1895,Shahzod,45,Erkak,9.98337E+11
1896,Shahzod,34,Erkak,9.98335E+11
1897,Sardor,30,Erkak,9.98973E+11
1898,Malika,63,Ayol,9.98334E+11
1899,Zilola,26,Ayol,9.98976E+11
1900,Malika,58,Ayol,9.98332E+11
1901,Javlon,56,Erkak,9.98333E+11
1902,Aziz,61,Erkak,9.98908E+11
1903,Nigora,52,Ayol,9.98903E+11
1904,Kamol,20,Erkak,9.98904E+11
1905,Kamol,18,Erkak,9.98976E+11
1906,Aziz,55,Erkak,9.98973E+11
1907,Nigora,64,Ayol,9.98978E+11
1908,Sardor,52,Erkak,9.98909E+11
1909,Malika,31,Ayol,9.98905E+11
1910,Bekzod,45,Erkak,9.98977E+11
1911,Javlon,56,Erkak,9.98978E+11
1912,Ali,20,Erkak,9.98903E+11
1913,Mehriniso,33,Ayol,9.98909E+11
1914,Sitora,47,Ayol,9.98334E+11
1915,Shahnoza,27,Ayol,9.98905E+11
1916,Dilnoza,42,Ayol,9.98904E+11
1917,Malika,53,Ayol,9.98904E+11
1918,Mehriniso,45,Ayol,9.98333E+11
1919,Shahnoza,31,Ayol,9.98339E+11
1920,Sardor,58,Erkak,9.98975E+11
1921,Sitora,36,Ayol,9.98973E+11
1922,Aziz,62,Erkak,9.98978E+11
1923,Bekzod,33,Erkak,9.98904E+11
1924,Mehriniso,52,Ayol,9.98906E+11
1925,Nigora,37,Ayol,9.98976E+11
1926,Aziz,61,Erkak,9.98331E+11
1927,Nargiza,37,Ayol,9.98337E+11
1928,Zilola,21,Ayol,9.98336E+11
1929,Ulug'bek,34,Erkak,9.98331E+11
1930,Nargiza,22,Ayol,9.98979E+11
1931,Ulug'bek,24,Erkak,9.9834E+11
1932,Kamol,57,Erkak,9.98337E+11
1933,Dilnoza,28,Ayol,9.98905E+11
1934,Sitora,36,Ayol,9.98972E+11
1935,Ulug'bek,38,Erkak,9.98975E+11
1936,Sardor,58,Erkak,9.98908E+11
1937,Ali,38,Erkak,9.98975E+11
1938,Aziz,20,Erkak,9.98904E+11
1939,Ali,62,Erkak,9.98909E+11
1940,Ulug'bek,59,Erkak,9.98333E+11
1941,Zilola,26,Ayol,9.98974E+11
1942,Malika,23,Ayol,9.98977E+11
1943,Nargiza,56,Ayol,9.98332E+11
1944,Sardor,29,Erkak,9.98907E+11
1945,Zilola,25,Ayol,9.98339E+11
1946,Zilola,52,Ayol,9.98905E+11
1947,Nigora,45,Ayol,9.98972E+11
1948,Sitora,38,Ayol,9.98903E+11
1949,Sitora,34,Ayol,9.98339E+11
1950,Shahzod,51,Erkak,9.98979E+11
1951,Shahnoza,52,Ayol,9.98904E+11
1952,Kamol,56,Erkak,9.98973E+11
1953,Ulug'bek,46,Erkak,9.98334E+11
1954,Sherzod,59,Erkak,9.98976E+11
1955,Zilola,53,Ayol,9.98973E+11
1956,Nargiza,47,Ayol,9.98975E+11
1957,Sitora,60,Ayol,9.98338E+11
1958,Malika,59,Ayol,9.98336E+11
1959,Shahzod,29,Erkak,9.98334E+11
1960,Malika,26,Ayol,9.98908E+11
1961,Dilnoza,28,Ayol,9.98902E+11
1962,Nargiza,57,Ayol,9.98337E+11
1963,Mehriniso,53,Ayol,9.98333E+11
1964,Zilola,47,Ayol,9.98979E+11
1965,Shahnoza,39,Ayol,9.98972E+11
1966,Dilnoza,45,Ayol,9.98904E+11
1967,Zilola,50,Ayol,9.98975E+11
1968,Ulug'bek,35,Erkak,9.98336E+11
1969,Dilnoza,41,Ayol,9.98337E+11
1970,Aziz,52,Erkak,9.98333E+11
1971,Shahzod,43,Erkak,9.98973E+11
1972,Dilnoza,23,Ayol,9.98332E+11
1973,Dilnoza,19,Ayol,9.98338E+11
1974,Aziz,22,Erkak,9.98902E+11
1975,Ali,34,Erkak,9.98908E+11
1976,Malika,22,Ayol,9.98972E+11
1977,Shahnoza,24,Ayol,9.98978E+11
1978,Kamol,37,Erkak,9.98339E+11
1979,Aziz,63,Erkak,9.98978E+11
1980,Dilnoza,27,Ayol,9.98335E+11
1981,Malika,30,Ayol,9.98972E+11
1982,Bekzod,20,Erkak,9.9891E+11
1983,Malika,63,Ayol,9.98337E+11
1984,Zilola,39,Ayol,9.98331E+11
1985,Ali,64,Erkak,9.98332E+11
1986,Sardor,23,Erkak,9.98975E+11
1987,Kamol,23,Erkak,9.98972E+11
1988,Dilnoza,34,Ayol,9.98335E+11
1989,Ulug'bek,59,Erkak,9.98904E+11
1990,Malika,51,Ayol,9.98973E+11
1991,Shahnoza,33,Ayol,9.98334E+11
1992,Mehriniso,20,Ayol,9.98905E+11
1993,Sherzod,36,Erkak,9.9891E+11
1994,Javlon,21,Erkak,9.98976E+11
1995,Ulug'bek,59,Erkak,9.98906E+11
1996,Ulug'bek,35,Erkak,9.98905E+11
1997,Nigora,63,Ayol,9.98336E+11
1998,Kamol,40,Erkak,9.98334E+11
1999,Dilnoza,27,Ayol,9.98331E+11
2000,Bekzod,31,Erkak,9.98334E+11
2001,Nigora,61,Ayol,9.98906E+11
2002,Ali,35,Erkak,9.98906E+11
2003,Dilnoza,24,Ayol,9.98338E+11
2004,Malika,34,Ayol,9.98335E+11
2005,Nigora,29,Ayol,9.98908E+11
2006,Malika,62,Ayol,9.98908E+11
2007,Shahnoza,45,Ayol,9.98904E+11
2008,Nigora,33,Ayol,9.98907E+11
2009,Zilola,32,Ayol,9.98907E+11
2010,Dilnoza,20,Ayol,9.98903E+11
2011,Ali,31,Erkak,9.98977E+11
2012,Javlon,19,Erkak,9.98909E+11
2013,Aziz,52,Erkak,9.98331E+11
2014,Sitora,32,Ayol,9.98972E+11
2015,Zilola,61,Ayol,9.98332E+11
2016,Shahzod,64,Erkak,9.98332E+11
2017,Sardor,23,Erkak,9.9891E+11
2018,Malika,21,Ayol,9.98902E+11
2019,Sherzod,26,Erkak,9.98973E+11
2020,Kamol,57,Erkak,9.98904E+11
2021,Javlon,47,Erkak,9.98977E+11
2022,Shahzod,49,Erkak,9.98331E+11
2023,Shahnoza,47,Ayol,9.98333E+11
2024,Ulug'bek,56,Erkak,9.98976E+11
2025,Dilnoza,52,Ayol,9.98338E+11
2026,Kamol,49,Erkak,9.98339E+11
2027,Nargiza,22,Ayol,9.98976E+11
2028,Bekzod,62,Erkak,9.98973E+11
2029,Sitora,43,Ayol,9.98909E+11
2030,Zilola,43,Ayol,9.98971E+11
2031,Aziz,30,Erkak,9.98974E+11
2032,Malika,59,Ayol,9.98331E+11
2033,Sardor,38,Erkak,9.98332E+11
2034,Sardor,58,Erkak,9.98979E+11
2035,Mehriniso,45,Ayol,9.98903E+11
2036,Mehriniso,60,Ayol,9.98971E+11
2037,Sherzod,42,Erkak,9.98335E+11
2038,Ali,22,Erkak,9.98972E+11
2039,Sardor,35,Erkak,9.98905E+11
2040,Ali,49,Erkak,9.98979E+11
2041,Aziz,41,Erkak,9.98902E+11
2042,Nargiza,19,Ayol,9.98331E+11
2043,Sardor,35,Erkak,9.98979E+11
2044,Ulug'bek,39,Erkak,9.98907E+11
2045,Dilnoza,53,Ayol,9.98904E+11
2046,Ulug'bek,37,Erkak,9.98909E+11
2047,Ulug'bek,30,Erkak,9.98909E+11
2048,Kamol,39,Erkak,9.9891E+11
2049,Zilola,60,Ayol,9.98332E+11
2050,Bekzod,39,Erkak,9.98971E+11
2051,Bekzod,40,Erkak,9.98973E+11
2052,Sitora,27,Ayol,9.98976E+11
2053,Aziz,45,Erkak,9.98905E+11
2054,Javlon,25,Erkak,9.98333E+11
2055,Malika,64,Ayol,9.98336E+11
2056,Sherzod,30,Erkak,9.9834E+11
2057,Dilnoza,64,Ayol,9.98337E+11
2058,Kamol,57,Erkak,9.98332E+11
2059,Ulug'bek,20,Erkak,9.98976E+11
2060,Dilnoza,50,Ayol,9.98976E+11
2061,Nigora,53,Ayol,9.98978E+11
2062,Shahnoza,31,Ayol,9.98336E+11
2063,Ali,31,Erkak,9.98977E+11
2064,Aziz,23,Erkak,9.98909E+11
2065,Sardor,37,Erkak,9.98908E+11
2066,Mehriniso,55,Ayol,9.98972E+11
2067,Dilnoza,41,Ayol,9.98972E+11
2068,Mehriniso,19,Ayol,9.98973E+11
2069,Kamol,50,Erkak,9.98974E+11
2070,Nargiza,20,Ayol,9.98974E+11
2071,Ali,48,Erkak,9.98978E+11
2072,Mehriniso,22,Ayol,9.98335E+11
2073,Bekzod,38,Erkak,9.9891E+11
2074,Sardor,31,Erkak,9.98334E+11
2075,Sitora,63,Ayol,9.9891E+11
2076,Ali,48,Erkak,9.98977E+11
2077,Ali,24,Erkak,9.98974E+11
2078,Aziz,45,Erkak,9.9834E+11
2079,Nigora,30,Ayol,9.98903E+11
2080,Sherzod,39,Erkak,9.98978E+11
2081,Bekzod,60,Erkak,9.98337E+11
2082,Sardor,25,Erkak,9.98905E+11
2083,Bekzod,54,Erkak,9.98339E+11
2084,Malika,36,Ayol,9.98977E+11
2085,Mehriniso,35,Ayol,9.98332E+11
2086,Mehriniso,51,Ayol,9.98976E+11
2087,Bekzod,40,Erkak,9.98901E+11
2088,Zilola,39,Ayol,9.98334E+11
2089,Ulug'bek,33,Erkak,9.98904E+11
2090,Sardor,44,Erkak,9.98332E+11
2091,Ali,21,Erkak,9.98333E+11
2092,Sherzod,41,Erkak,9.98332E+11
2093,Malika,55,Ayol,9.98974E+11
2094,Bekzod,18,Erkak,9.98905E+11
2095,Malika,39,Ayol,9.98907E+11
2096,Mehriniso,43,Ayol,9.98333E+11
2097,Sitora,34,Ayol,9.98902E+11
2098,Zilola,29,Ayol,9.98902E+11
2099,Shahnoza,64,Ayol,9.98978E+11
2100,Malika,53,Ayol,9.98901E+11
2101,Nargiza,28,Ayol,9.98904E+11
2102,Ulug'bek,24,Erkak,9.98909E+11
2103,Malika,37,Ayol,9.98908E+11
2104,Sitora,54,Ayol,9.98332E+11
2105,Sherzod,23,Erkak,9.98973E+11
2106,Nigora,26,Ayol,9.98337E+11
2107,Shahnoza,29,Ayol,9.98906E+11
2108,Sherzod,18,Erkak,9.98977E+11
2109,Malika,52,Ayol,9.98333E+11
2110,Sardor,49,Erkak,9.98331E+11
2111,Bekzod,25,Erkak,9.98903E+11
2112,Javlon,39,Erkak,9.98904E+11
2113,Kamol,40,Erkak,9.98335E+11
2114,Dilnoza,55,Ayol,9.98974E+11
2115,Ulug'bek,48,Erkak,9.98338E+11
2116,Bekzod,23,Erkak,9.98904E+11
2117,Sardor,40,Erkak,9.98975E+11
2118,Bekzod,30,Erkak,9.98339E+11
2119,Sitora,38,Ayol,9.98903E+11
2120,Ulug'bek,26,Erkak,9.98978E+11
2121,Nigora,21,Ayol,9.98332E+11
2122,Malika,50,Ayol,9.98335E+11
2123,Sitora,21,Ayol,9.98332E+11
2124,Nargiza,59,Ayol,9.98972E+11
2125,Mehriniso,43,Ayol,9.98907E+11
2126,Sherzod,60,Erkak,9.98339E+11
2127,Kamol,41,Erkak,9.98972E+11
2128,Sherzod,55,Erkak,9.98333E+11
2129,Mehriniso,32,Ayol,9.98978E+11
2130,Nigora,53,Ayol,9.98908E+11
2131,Sitora,31,Ayol,9.98976E+11
2132,Malika,42,Ayol,9.98338E+11
2133,Sardor,47,Erkak,9.98909E+11
2134,Ali,33,Erkak,9.9834E+11
2135,Shahzod,24,Erkak,9.98973E+11
2136,Javlon,42,Erkak,9.9891E+11
2137,Nigora,61,Ayol,9.98339E+11
2138,Bekzod,61,Erkak,9.98332E+11
2139,Kamol,62,Erkak,9.98904E+11
2140,Sardor,53,Erkak,9.98909E+11
2141,Sitora,26,Ayol,9.98338E+11
2142,Nigora,45,Ayol,9.98979E+11
2143,Javlon,33,Erkak,9.98339E+11
2144,Zilola,46,Ayol,9.98976E+11
2145,Sitora,28,Ayol,9.98909E+11
2146,Malika,60,Ayol,9.98908E+11
2147,Zilola,32,Ayol,9.98336E+11
2148,Sherzod,21,Erkak,9.98979E+11
2149,Shahzod,23,Erkak,9.98974E+11
2150,Javlon,52,Erkak,9.98906E+11
2151,Malika,22,Ayol,9.98907E+11
2152,Shahzod,50,Erkak,9.98907E+11
2153,Sherzod,38,Erkak,9.98901E+11
2154,Zilola,41,Ayol,9.98976E+11
2155,Malika,22,Ayol,9.98904E+11
2156,Dilnoza,35,Ayol,9.98332E+11
2157,Dilnoza,35,Ayol,9.98906E+11
2158,Javlon,50,Erkak,9.98975E+11
2159,Nargiza,33,Ayol,9.98337E+11
2160,Sitora,48,Ayol,9.98903E+11
2161,Sitora,57,Ayol,9.98334E+11
2162,Shahnoza,58,Ayol,9.98973E+11
2163,Dilnoza,22,Ayol,9.98978E+11
2164,Javlon,54,Erkak,9.98978E+11
2165,Ulug'bek,50,Erkak,9.98902E+11
2166,Bekzod,63,Erkak,9.98901E+11
2167,Malika,58,Ayol,9.9898E+11
2168,Ulug'bek,34,Erkak,9.98903E+11
2169,Sitora,44,Ayol,9.98906E+11
2170,Aziz,44,Erkak,9.9834E+11
2171,Sitora,33,Ayol,9.98906E+11
2172,Nigora,57,Ayol,9.98974E+11
2173,Nigora,47,Ayol,9.98971E+11
2174,Dilnoza,46,Ayol,9.98339E+11
2175,Shahnoza,39,Ayol,9.98972E+11
2176,Shahzod,21,Erkak,9.98906E+11
2177,Ali,43,Erkak,9.98977E+11
2178,Sherzod,37,Erkak,9.98333E+11
2179,Zilola,51,Ayol,9.98901E+11
2180,Nargiza,53,Ayol,9.98902E+11
2181,Bekzod,47,Erkak,9.98333E+11
2182,Nigora,44,Ayol,9.98907E+11
2183,Sitora,65,Ayol,9.98905E+11
2184,Sitora,54,Ayol,9.98336E+11
2185,Mehriniso,21,Ayol,9.98974E+11
2186,Mehriniso,59,Ayol,9.98339E+11
2187,Kamol,55,Erkak,9.98336E+11
2188,Dilnoza,41,Ayol,9.98334E+11
2189,Zilola,44,Ayol,9.98333E+11
2190,Ali,26,Erkak,9.98908E+11
2191,Kamol,37,Erkak,9.98333E+11
2192,Sherzod,31,Erkak,9.98976E+11
2193,Zilola,43,Ayol,9.98333E+11
2194,Nargiza,36,Ayol,9.98972E+11
2195,Malika,50,Ayol,9.98902E+11
2196,Ali,42,Erkak,9.98908E+11
2197,Sitora,60,Ayol,9.98338E+11
2198,Shahnoza,51,Ayol,9.98908E+11
2199,Ulug'bek,54,Erkak,9.98972E+11
2200,Dilnoza,33,Ayol,9.9834E+11
2201,Aziz,22,Erkak,9.98339E+11
2202,Ali,52,Erkak,9.98335E+11
2203,Nigora,28,Ayol,9.98974E+11
2204,Ali,62,Erkak,9.98976E+11
2205,Sherzod,56,Erkak,9.98332E+11
2206,Sitora,19,Ayol,9.98909E+11
2207,Zilola,40,Ayol,9.98335E+11
2208,Zilola,21,Ayol,9.98333E+11
2209,Shahzod,24,Erkak,9.98908E+11
2210,Shahzod,19,Erkak,9.98907E+11
2211,Ali,54,Erkak,9.98908E+11
2212,Shahnoza,55,Ayol,9.98335E+11
2213,Shahzod,64,Erkak,9.98975E+11
2214,Nargiza,40,Ayol,9.9834E+11
2215,Mehriniso,28,Ayol,9.9834E+11
2216,Shahzod,59,Erkak,9.98337E+11
2217,Shahnoza,59,Ayol,9.98974E+11
2218,Shahnoza,20,Ayol,9.98972E+11
2219,Ali,26,Erkak,9.98975E+11
2220,Sardor,39,Erkak,9.98972E+11
2221,Sardor,26,Erkak,9.98909E+11
2222,Dilnoza,60,Ayol,9.98975E+11
2223,Shahzod,29,Erkak,9.98972E+11
2224,Bekzod,63,Erkak,9.98333E+11
2225,Shahnoza,32,Ayol,9.98333E+11
2226,Kamol,61,Erkak,9.98909E+11
2227,Malika,19,Ayol,9.98339E+11
2228,Javlon,61,Erkak,9.98333E+11
2229,Javlon,27,Erkak,9.98907E+11
2230,Nigora,54,Ayol,9.98339E+11
2231,Zilola,61,Ayol,9.98331E+11
2232,Mehriniso,40,Ayol,9.98337E+11
2233,Sitora,49,Ayol,9.98336E+11
2234,Kamol,61,Erkak,9.98332E+11
2235,Nargiza,41,Ayol,9.98336E+11
2236,Malika,22,Ayol,9.98979E+11
2237,Nargiza,57,Ayol,9.98332E+11
2238,Zilola,25,Ayol,9.9891E+11
2239,Zilola,56,Ayol,9.98905E+11
2240,Sherzod,59,Erkak,9.98908E+11
2241,Kamol,29,Erkak,9.98909E+11
2242,Ali,47,Erkak,9.98979E+11
2243,Nigora,55,Ayol,9.98335E+11
2244,Bekzod,19,Erkak,9.98977E+11
2245,Ulug'bek,34,Erkak,9.98975E+11
2246,Mehriniso,27,Ayol,9.98903E+11
2247,Zilola,57,Ayol,9.98904E+11
2248,Nigora,28,Ayol,9.9891E+11
2249,Dilnoza,28,Ayol,9.98332E+11
2250,Mehriniso,48,Ayol,9.98334E+11
2251,Dilnoza,52,Ayol,9.98907E+11
2252,Bekzod,38,Erkak,9.98972E+11
2253,Dilnoza,60,Ayol,9.98901E+11
2254,Dilnoza,39,Ayol,9.98907E+11
2255,Mehriniso,46,Ayol,9.98971E+11
2256,Nigora,32,Ayol,9.98902E+11
2257,Malika,20,Ayol,9.98975E+11
2258,Sardor,24,Erkak,9.98979E+11
2259,Ulug'bek,60,Erkak,9.98972E+11
2260,Sardor,27,Erkak,9.9898E+11
2261,Nargiza,19,Ayol,9.98337E+11
2262,Dilnoza,64,Ayol,9.98977E+11
2263,Dilnoza,19,Ayol,9.98334E+11
2264,Kamol,23,Erkak,9.98338E+11
2265,Nigora,59,Ayol,9.98331E+11
2266,Aziz,61,Erkak,9.98909E+11
2267,Shahnoza,43,Ayol,9.98332E+11
2268,Ali,52,Erkak,9.9834E+11
2269,Malika,45,Ayol,9.98907E+11
2270,Malika,60,Ayol,9.98333E+11
2271,Ali,28,Erkak,9.98909E+11
2272,Ali,36,Erkak,9.98975E+11
2273,Javlon,20,Erkak,9.98975E+11
2274,Mehriniso,52,Ayol,9.98908E+11
2275,Mehriniso,65,Ayol,9.98338E+11
2276,Aziz,60,Erkak,9.98977E+11
2277,Nargiza,57,Ayol,9.98902E+11
2278,Sherzod,52,Erkak,9.98333E+11
2279,Nigora,61,Ayol,9.98331E+11
2280,Aziz,61,Erkak,9.98334E+11
2281,Bekzod,41,Erkak,9.98336E+11
2282,Sardor,63,Erkak,9.98906E+11
2283,Aziz,53,Erkak,9.98338E+11
2284,Mehriniso,57,Ayol,9.98335E+11
2285,Dilnoza,51,Ayol,9.98331E+11
2286,Ali,57,Erkak,9.98979E+11
2287,Shahzod,28,Erkak,9.98975E+11
2288,Nigora,42,Ayol,9.98334E+11
2289,Shahzod,41,Erkak,9.98333E+11
2290,Bekzod,26,Erkak,9.98904E+11
2291,Nigora,44,Ayol,9.98338E+11
2292,Dilnoza,49,Ayol,9.98905E+11
2293,Nigora,22,Ayol,9.98902E+11
2294,Kamol,54,Erkak,9.98978E+11
2295,Dilnoza,57,Ayol,9.98978E+11
2296,Dilnoza,46,Ayol,9.98332E+11
2297,Nargiza,36,Ayol,9.98908E+11
2298,Dilnoza,43,Ayol,9.98907E+11
2299,Nigora,50,Ayol,9.98902E+11
2300,Shahnoza,47,Ayol,9.98337E+11
2301,Mehriniso,50,Ayol,9.98974E+11
2302,Aziz,29,Erkak,9.98333E+11
2303,Nargiza,40,Ayol,9.98906E+11
2304,Ulug'bek,56,Erkak,9.98331E+11
2305,Sherzod,29,Erkak,9.98979E+11
2306,Nargiza,61,Ayol,9.98907E+11
2307,Malika,58,Ayol,9.98979E+11
2308,Dilnoza,46,Ayol,9.98337E+11
2309,Malika,25,Ayol,9.98905E+11
2310,Ali,56,Erkak,9.98907E+11
2311,Kamol,20,Erkak,9.98337E+11
2312,Mehriniso,23,Ayol,9.98975E+11
2313,Ali,35,Erkak,9.98905E+11
2314,Nigora,63,Ayol,9.98901E+11
2315,Aziz,26,Erkak,9.98334E+11
2316,Javlon,38,Erkak,9.98976E+11
2317,Sitora,26,Ayol,9.98974E+11
2318,Shahzod,60,Erkak,9.98909E+11
2319,Shahnoza,63,Ayol,9.98338E+11
2320,Ali,53,Erkak,9.98976E+11
2321,Javlon,55,Erkak,9.98905E+11
2322,Bekzod,51,Erkak,9.98974E+11
2323,Bekzod,53,Erkak,9.98972E+11
2324,Shahzod,36,Erkak,9.98976E+11
2325,Zilola,63,Ayol,9.98337E+11
2326,Shahzod,27,Erkak,9.9834E+11
2327,Dilnoza,42,Ayol,9.98979E+11
2328,Shahnoza,39,Ayol,9.98979E+11
2329,Sardor,42,Erkak,9.9834E+11
2330,Javlon,33,Erkak,9.98334E+11
2331,Javlon,23,Erkak,9.98975E+11
2332,Bekzod,22,Erkak,9.98908E+11
2333,Zilola,43,Ayol,9.98975E+11
2334,Nigora,55,Ayol,9.98979E+11
2335,Zilola,37,Ayol,9.98901E+11
2336,Aziz,58,Erkak,9.98904E+11
2337,Sardor,36,Erkak,9.98907E+11
2338,Sitora,54,Ayol,9.98976E+11
2339,Sitora,58,Ayol,9.98337E+11
2340,Aziz,50,Erkak,9.98904E+11
2341,Shahzod,20,Erkak,9.98903E+11
2342,Dilnoza,59,Ayol,9.98904E+11
2343,Dilnoza,62,Ayol,9.98974E+11
2344,Bekzod,59,Erkak,9.98905E+11
2345,Bekzod,18,Erkak,9.98909E+11
2346,Zilola,42,Ayol,9.98979E+11
2347,Sitora,48,Ayol,9.9891E+11
2348,Sitora,26,Ayol,9.98332E+11
2349,Nargiza,53,Ayol,9.98334E+11
2350,Nargiza,64,Ayol,9.98972E+11
2351,Mehriniso,18,Ayol,9.98972E+11
2352,Dilnoza,36,Ayol,9.98906E+11
2353,Kamol,46,Erkak,9.98904E+11
2354,Sardor,59,Erkak,9.98906E+11
2355,Aziz,38,Erkak,9.98335E+11
2356,Sherzod,30,Erkak,9.98973E+11
2357,Ali,38,Erkak,9.98332E+11
2358,Shahzod,41,Erkak,9.98978E+11
2359,Shahnoza,39,Ayol,9.98978E+11
2360,Sherzod,24,Erkak,9.98336E+11
2361,Kamol,52,Erkak,9.98972E+11
